,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
322,@wr6warren what device are you pinging?,FALSE,0,wr6warren,2/2/2017 20:30,FALSE,8.27253E+17,8.27253E+17,23837421,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",chriswb,0,FALSE,FALSE,-5.94807839,54.68654587
323,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:30,FALSE,NA,8.27253E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LMicucci,24,TRUE,FALSE,NA,NA
324,"RT @KarenSkeens2: FBI investigation,current article. Also, remember the Oct 2016 warrant for DT's server that was pinging Russia bank? http…",FALSE,0,NA,2/2/2017 20:27,FALSE,NA,8.27252E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Littlesparrow9,5,TRUE,FALSE,NA,NA
325,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:25,FALSE,NA,8.27252E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PadiHenderson,24,TRUE,FALSE,NA,NA
326,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:19,FALSE,NA,8.2725E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",robir328,24,TRUE,FALSE,NA,NA
327,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:18,FALSE,NA,8.2725E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thekendra,24,TRUE,FALSE,NA,NA
328,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:17,FALSE,NA,8.2725E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DawnQuesarrah,24,TRUE,FALSE,NA,NA
329,"RT @KarenSkeens2: FBI investigation,current article. Also, remember the Oct 2016 warrant for DT's server that was pinging Russia bank? http…",FALSE,0,NA,2/2/2017 20:15,FALSE,NA,8.27249E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nastybluewoman1,5,TRUE,FALSE,NA,NA
330,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 20:14,FALSE,NA,8.27249E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4everconstant,25,TRUE,FALSE,NA,NA
331,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:13,FALSE,NA,8.27249E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ferreone,24,TRUE,FALSE,NA,NA
332,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:12,FALSE,NA,8.27248E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fish_Alaska,24,TRUE,FALSE,NA,NA
333,@LEGO_Group Pinging you on this again :) https://t.co/rqOfUAZNqS,FALSE,0,LEGO_Group,2/2/2017 20:12,FALSE,NA,8.27248E+17,295325513,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",csswizardry,0,FALSE,FALSE,NA,NA
334,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:11,FALSE,NA,8.27248E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",lbaufrau,24,TRUE,FALSE,NA,NA
335,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:09,FALSE,NA,8.27248E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gaylerosenthal,24,TRUE,FALSE,NA,NA
336,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:09,FALSE,NA,8.27248E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",betseybess,24,TRUE,FALSE,NA,NA
337,RT @KarenSkeens2: Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. http…,FALSE,0,NA,2/2/2017 20:09,FALSE,NA,8.27248E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NetflixMulhouse,24,TRUE,FALSE,NA,NA
338,"RT @KarenSkeens2: FBI investigation,current article. Also, remember the Oct 2016 warrant for DT's server that was pinging Russia bank? http…",FALSE,0,NA,2/2/2017 20:09,FALSE,NA,8.27247E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FaulcoBear,5,TRUE,FALSE,NA,NA
339,Seems media already forgotten this FBI investigation + FBI got FICA warrant 10/16 for DT server pinging Russia bank. https://t.co/CfpITgEOpl,FALSE,27,NA,2/2/2017 20:08,FALSE,NA,8.27247E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KarenSkeens2,24,FALSE,FALSE,NA,NA
340,"RT @KarenSkeens2: FBI investigation,current article. Also, remember the Oct 2016 warrant for DT's server that was pinging Russia bank? http…",FALSE,0,NA,2/2/2017 20:07,FALSE,NA,8.27247E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WeAreCulpable,5,TRUE,FALSE,NA,NA
341,"FBI investigation,current article. Also, remember the Oct 2016 warrant for DT's server that was pinging Russia bank? https://t.co/CfpITgEOpl",FALSE,8,KarenSkeens2,2/2/2017 20:05,FALSE,8.27226E+17,8.27247E+17,620291951,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KarenSkeens2,5,FALSE,FALSE,NA,NA
342,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 20:03,FALSE,NA,8.27246E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ChrisOCEARCH,25,TRUE,FALSE,NA,NA
343,When push comes to shove with @_chelspatterson replies and you have to start pinging on what's app <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B9><U+0088>,FALSE,1,NA,2/2/2017 19:59,FALSE,NA,8.27245E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KatieTownX,0,FALSE,FALSE,NA,NA
344,"You'd think this day in age, someone would have invented nail clippers that catch the cut offs. Saves them pinging aw er the shop.",FALSE,1,NA,2/2/2017 19:52,FALSE,NA,8.27243E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bonycam1,0,FALSE,FALSE,NA,NA
345,@RumiaPilkington @_Styrka @zeeQcumber Just pinging @Tanzenkat for MAXIMUM TRIGGERING,FALSE,1,RumiaPilkington,2/2/2017 19:23,FALSE,8.27235E+17,8.27236E+17,2914021727,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Multisingleplay,0,FALSE,FALSE,NA,NA
346,@hana__ward mate id happily open the door myself and watch them hang while pinging pistachio shells off their heads,FALSE,0,hana__ward,2/2/2017 19:22,FALSE,8.27235E+17,8.27236E+17,580034875,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",barnettsufc,0,FALSE,FALSE,NA,NA
347,@FattyBattersby all Blades and as a family man I just can't imagine...I will be pinging in a donation,FALSE,1,FattyBattersby,2/2/2017 19:20,FALSE,8.27197E+17,8.27235E+17,634894532,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MatthewHull6,0,FALSE,FALSE,NA,NA
348,RT @starfishncoffee: Pinging @jasoninthehouse... https://t.co/KZ8sTbFtuk,FALSE,0,NA,2/2/2017 19:15,FALSE,NA,8.27234E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DaveDo,3,TRUE,FALSE,NA,NA
349,RT @starfishncoffee: Pinging @jasoninthehouse... https://t.co/KZ8sTbFtuk,FALSE,0,NA,2/2/2017 19:14,FALSE,NA,8.27234E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NouriNv,3,TRUE,FALSE,NA,NA
350,Pinging @jasoninthehouse... https://t.co/KZ8sTbFtuk,FALSE,1,NA,2/2/2017 19:13,FALSE,NA,8.27234E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",starfishncoffee,3,FALSE,FALSE,NA,NA
351,@teresaewington pinging you to @lisaMinogueW #chat,FALSE,0,teresaewington,2/2/2017 19:05,FALSE,NA,8.27231E+17,2160527401,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MiPS1608,0,FALSE,FALSE,NA,NA
352,RT @sharondigi: @MarcusC22973194 Don't forget the Devos..Trump Tower secret server pinging Spectrum Health...a Devos entity.,FALSE,0,NA,2/2/2017 19:00,FALSE,NA,8.2723E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SoggyLumpia,4,TRUE,FALSE,NA,NA
353,@Foul_G @xsplit D: Pinging someone on it right now :),FALSE,0,Foul_G,2/2/2017 18:33,FALSE,8.27223E+17,8.27223E+17,4687600658,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GhostfromTexas,0,FALSE,FALSE,NA,NA
354,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 18:25,FALSE,NA,8.27221E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JackieW279,25,TRUE,FALSE,NA,NA
355,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 18:17,FALSE,NA,8.2722E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",linds4fins,25,TRUE,FALSE,NA,NA
356,RT @YoungMoneyBull: Pinging @20committee https://t.co/YKgBAivLa1,FALSE,0,NA,2/2/2017 18:15,FALSE,NA,8.27219E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akuma_river,48,TRUE,FALSE,NA,NA
357,I keep accidentally pinging my phone from my watch when I'm trying to silence it in class<U+231A><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>,FALSE,2,NA,2/2/2017 18:13,FALSE,NA,8.27219E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",korean_banana_,0,FALSE,FALSE,NA,NA
358,Bout to be pinging off my nut on Class A eggs https://t.co/D7xyKBWdtX,FALSE,15,NA,2/2/2017 18:13,FALSE,NA,8.27218E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CharlieVincett,1,FALSE,FALSE,NA,NA
359,@ToothyMcButt @FuckCrept Draven kept spam pinging for Kha to gank lmfaoooo,FALSE,1,ToothyMcButt,2/2/2017 17:57,FALSE,8.27212E+17,8.27214E+17,1016621160,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ApolloWolfy,0,FALSE,FALSE,NA,NA
360,The worst paining pinging your acrylic nail off<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,FALSE,0,NA,2/2/2017 17:54,FALSE,NA,8.27214E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amycawley96,0,FALSE,FALSE,NA,NA
361,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 17:09,FALSE,NA,8.27202E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KjbMark,25,TRUE,FALSE,NA,NA
362,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 16:58,FALSE,NA,8.272E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrookeFlexon22,25,TRUE,FALSE,NA,NA
363,"@JoshRoberts_69 true, but he's been pinging them in!",FALSE,0,JoshRoberts_69,2/2/2017 16:49,FALSE,8.27196E+17,8.27197E+17,2957447369,"<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>",TeamFA,0,FALSE,FALSE,NA,NA
364,"Got CircleCI deploying @ember_map, making small tweaks via GitHub, having them auto-deployed and pinging Slack is <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",FALSE,2,NA,2/2/2017 16:39,FALSE,NA,8.27195E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",samselikoff,0,FALSE,FALSE,NA,NA
365,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 16:37,FALSE,NA,8.27194E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HamptonTheShark,25,TRUE,FALSE,NA,NA
366,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 16:34,FALSE,NA,8.27194E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissCostaShark,25,TRUE,FALSE,NA,NA
367,"if someone keeps pinging you despite being declined, you sent me an email about your service.",FALSE,0,NA,2/2/2017 16:32,FALSE,NA,8.27193E+17,NA,"<a href=""http://sorry.theres.no.url.please.forgive.me.oh.my.lord.com"" rel=""nofollow"">stariaebooks</a>",stariaebooks,0,FALSE,FALSE,NA,NA
368,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 16:09,FALSE,NA,8.27187E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shark_Tracker,25,TRUE,FALSE,NA,NA
369,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 16:07,FALSE,NA,8.27187E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",swim_with_kim,25,TRUE,FALSE,NA,NA
370,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:57,FALSE,NA,8.27184E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deep_Blue_Shark,25,TRUE,FALSE,NA,NA
371,"A downside of curly hair - feeling it move, &amp; turning around to find a small child pinging a ringlet straight to watch it spring back up <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",FALSE,1,NA,2/2/2017 15:54,FALSE,NA,8.27183E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sian_bass,0,FALSE,FALSE,NA,NA
372,@feldpos @SwiftOnSecurity pinging Matt from @VetRanch and @DemolitionRanch,FALSE,0,feldpos,2/2/2017 15:43,FALSE,8.27162E+17,8.27181E+17,19953806,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cun83,0,FALSE,FALSE,NA,NA
373,"I am, FYI, trying to check social media a little less today; pinging for good news or immediate action is appreciated.",FALSE,0,NA,2/2/2017 15:37,FALSE,NA,8.27179E+17,NA,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>",the_real_tyler,0,FALSE,FALSE,NA,NA
374,Pinging @uopacific @pacificdptweet. Here we go. <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> https://t.co/uxBgTvomCU,FALSE,0,NA,2/2/2017 15:30,FALSE,NA,8.27177E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",sunsopeningband,0,FALSE,FALSE,NA,NA
375,"RT @UnixAnt: Pinging the collectors, just in case: https://t.co/LqZ0SRnifC @8bit_era @futurewas8bit @duhproject",FALSE,0,NA,2/2/2017 15:28,FALSE,NA,8.27177E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8bit_era,1,TRUE,FALSE,NA,NA
376,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:27,FALSE,NA,8.27177E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",12kelleymac,25,TRUE,FALSE,NA,NA
377,"Pinging the collective intelligence of #HMIChat for this one. Is there a ""best"" specialty for those of us intereste… https://t.co/KiL8CnrnyL",FALSE,2,NA,2/2/2017 15:21,TRUE,NA,8.27175E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mgalandejuana,0,FALSE,FALSE,NA,NA
378,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:18,FALSE,NA,8.27174E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RedSkyRealtyGrp,25,TRUE,FALSE,NA,NA
379,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:17,FALSE,NA,8.27174E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheRealOBX,25,TRUE,FALSE,NA,NA
380,"@CoxHelp The downstream is fine, pinging at over 150Mbps. The upstream is better than yesterdays 0Kbps but is still not at 10Mbps. Goodluck!",FALSE,0,CoxHelp,2/2/2017 15:14,FALSE,8.2706E+17,8.27173E+17,15519565,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rkitect,0,FALSE,FALSE,NA,NA
381,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:07,FALSE,NA,8.27172E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shark_Teddy,25,TRUE,FALSE,NA,NA
382,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:06,FALSE,NA,8.27171E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shark_Hudson,25,TRUE,FALSE,NA,NA
383,RT @OCEARCH: White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https:/…,FALSE,0,NA,2/2/2017 15:00,FALSE,NA,8.2717E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lillithtormenti,25,TRUE,FALSE,NA,NA
384,White sharks @ManhattanWS and @Shark_Cisco are pinging off the #OuterBanks! https://t.co/ENDqYqdsfj #SharkTrackers… https://t.co/nwuXkt3L4g,FALSE,45,NA,2/2/2017 15:00,TRUE,NA,8.2717E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OCEARCH,25,FALSE,FALSE,NA,NA
385,"Pinging the collectors, just in case: https://t.co/LqZ0SRnifC @8bit_era @futurewas8bit @duhproject",FALSE,5,NA,2/2/2017 15:00,FALSE,NA,8.2717E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UnixAnt,1,FALSE,FALSE,NA,NA
386,"The @UIDAI site is down. It returns ""Request timed out"" on pinging. Please look into this.",FALSE,2,NA,2/2/2017 14:51,FALSE,NA,8.27168E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",brijeshdeb,0,FALSE,FALSE,NA,NA
387,@clydebestsboots @MaryLeeShark @RockStarLydia @OCEARCH @OcearchS @linds4fins @HelenTheShark @AngelUnderwater pinging while she works,FALSE,6,clydebestsboots,2/2/2017 14:37,FALSE,8.27076E+17,8.27164E+17,3115965202,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deacon6353,0,FALSE,FALSE,NA,NA
388,@TFix_ try pinging support. In my experience as long as you are polite you don't get treated badly. @twittersupport can you help out?,FALSE,2,TFix_,2/2/2017 14:24,FALSE,8.2716E+17,8.27161E+17,8.21568E+17,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",EmanGamerMeme,0,FALSE,FALSE,NA,NA
389,@BrandonRusseIl I'm pinging the fucking kumba,FALSE,0,BrandonRusseIl,2/2/2017 14:14,FALSE,NA,8.27158E+17,1153795758,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vixium,0,FALSE,FALSE,NA,NA
390,Pinging birthday girl! https://t.co/mYSBb4ttRT,FALSE,0,NA,2/2/2017 14:08,FALSE,NA,8.27157E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Morenikeeee_,0,FALSE,FALSE,NA,NA
391,RT @OCEARCH: Blue sharks MacAttack and Don are up and pinging! https://t.co/cZx0YnfgKe   #SharkTrackers <ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088><ed><U+00A0><U+00BE><ed><U+00B6><U+0088> https://t.co/Q687Y6fOn8,FALSE,0,NA,2/2/2017 13:52,FALSE,NA,8.27153E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Heatherzakowsk1,9,TRUE,FALSE,NA,NA
392,@LiamFitzy91 A 30 second montage of Gerrard or Scholes pinging balls around can be deceptive. I agree they had more ability in certain areas,FALSE,0,LiamFitzy91,2/2/2017 13:45,FALSE,8.2715E+17,8.27151E+17,240425470,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PeteWard86,0,FALSE,FALSE,NA,NA
